CompanyId,NameEN,NameHE,SubId,SeedReportId
765,PURPLE BIOTECH,פרפל ביוטק,765016,1551250
1093,QUALITAU,קווליטאו,1083955,1715400
386,QUEENCO,קווינקו,386011,1305600
2489,R.G.A.,ר.ג.א.,1226885,
393,RALCO,ראלקו,393017,1551600
2418,RAM ADERET,רם אדרת,1217314,
1209,RAM ON,רם און,1090943,1722400
1445,RAMI LEVI,רמי לוי,1104249,1567750
2508,RAMI LEVY RE,"רמי לוי נדל""ן",1235001,1567750
1724,RAMOT CITY,רמות בעיר,1213750,1509400
1588,RANI ZIM,רני צים,1143619,1420000
769,RAPAC,רפק,769026,1630400
394,RATIO,רציו יהש,394015,1684750
1625,RATIO FINANCE,רציו מימון,1178144,
1672,RATIO PETROLEUM,רציו פטרוליום,1139864,1619800
1949,RAV BARIACH(08),רב-בריח(08),1179993,1396800
526,RAVAD,רבד,526012,1664500
1436,RAVAL,רבל,1103878,1627600
673,RAY TLV GROUP-M,ריי טי אל וי-ש,673012,1546800
2392,RAYK ASPEN,רייק אספן,1226984,
1849,RAZOR,רייזור,1172527,1627750
259,REFINERIES,בתי זיקוק,2590248,1671250
2478,REISDOR,רייסדור,1237734,
1357,REIT 1,ריט 1,1098920,1631500
1794,REIT AZORIM LIV,ריט אזורים ליוי,1162775,1384600
1033,REKAH,רקח,1081009,1359200
1693,REM-ROTEM ENERG,ראמ-רותם אנרגיה,1147750,1552000
2423,RENT IT,רנט איט,1199645,1590400
1847,RETAILMINDS-M,ריטייל-מיינדס-ש,1173723,1582400
1908,RETAILORS,ריטיילורס,1175488,1697600
1928,RIMON CONSULT,רימון,1178722,1719800
76,RIMONI,רימוני,1080456,1372600
266,ROBOGROUP,רובוגרופ,266015,1545200
1797,ROTEM SHANI,רותם שני,1171529,1413250
539,ROTSHTEIN,רוטשטיין,539015,1712600
2479,RP OPTICAL,אר פי אופטיקל,1222462,1717600
299,RSL,אראסאל,299016,1466500
1930,S&B ENERGY,שוב אנרגיה,1188242,1665800
422,S.R ACCORD,אס.אר אקורד,422014,1583800
341,SADE REAL ESTAT,"שדה נדל""ן",341016,1549750
813,SANO,סנו,813014,1598800
2433,SAPIR DEPOSITS,ספיר פקדונות,1219039,
425,SARFATI,צרפתי,425017,1441750
2226,SARINE TECH,שרין טכנו',1092725,1450000
2498,SATELLE,סאטל,1233352,
1800,SAVERONE 2014,סייברוואן,1166693,1581250
1821,SAVOREAT-M,סבוריט-ש,1169978,1706200
1427,SCHNAPP,שנפ,1103571,1337800
1887,SCODIX,סקודיקס,1178490,1696800
288,SCOPE,סקופ,288019,1681750
249,SEACH MEDICAL,שיח מדיקל,249011,1340600
1514,SELLA CAPITAL,"סלע קפיטל נדל""ן",1109644,1551800
1496,SH.I.R SHLOMO,"שלמה נדל""ן",1157668,1368250
926,SHACHAR,ממשל שקלית,,
1664,SHAGRIR VEHICLE,שגריר רכב,1138379,1330600
1922,SHAMAYM IMPROVE,שמיים אימפרוב,1176239,1703200
1025,SHANIV,שניב,1080837,1588000
1633,SHAPIR ENGIN,שפיר הנדסה,1133875,1625000
634,SHEMEN ESTATE,שמן נדלן,634030,1279600
1068,SHIKUN & BINUI,שיכון ובינוי,1081942,1713000
141,SHLOMO HOLDING,שלמה החזקות,1192749,1405400
2456,SHMUEL BARUCH,שמואל ברוך,1214865,
1071,SHOHAM BUSINESS,שוהם ביזנס,1082007,1570000
2441,SHOVAL,שובל הנדסה,1207968,
777,SHUFERSAL,שופרסל,777037,1523500
1320,SILVER CASTLE-M,סילבר קסטל-ש,1097054,1684600
1737,SILVERSTEIN,סילברסטין נכסים,1211648,1595500
2515,SIMAD HOLDINGS,סימד הולדינגס,1232875,
1613,SKYLINE,סקייליין,1131556,1654750
1817,SMART AGRO,סמארט אגרו,1169481,1375400
2536,SMART SHOOTER,סמארט שוטר,1237742,
1886,SOFWAVE MEDICAL,סופוויב מדיקל,1175439,1394000
1848,SOLAER,סולאיר,1172287,1715000
1924,SOLROM HOLDINGS,סולרום החזקות,1177518,1380250
169,SOLTERRA,סולטרה אנרגיה,169011,1695000
2393,SONOL REAL EST,"סונול נדל""ן",1226877,
2304,SONOVIA,סונוביה,1170539,1523200
1132,SPACE COM.,חלל תקשורת,1092345,1612000
1878,SPEEDVALUE,ספידווליו,1178284,1507800
1628,SPENCER EQUITY,ספנסר אקוויטי,1188788,1608800
1329,SPRING,ספרינג,1097344,1363000
1182,SPUNTECH,ספאנטק,1090117,1579750
550,STG,אסטיגי,550012,1541000
1562,STORAGE DROP,סטורג' דרופ,1122654,1609750
746,STRAUSS GROUP,שטראוס גרופ,746016,1490500
1654,STRAWBERRY,סטרוברי,1197029,1390400
2438,STRAWBERRY INC,סטרוברי אינק,1205913,1664000
1974,SUFRIN,סופרין,1181569,1538500
308,SUGAT,סוגת,1233014,
1060,SUMMIT,סאמיט,1081686,1569000
1062,SUNFLOWER,סאנפלאואר,1098755,1550500
2009,SUNY COMMUN,סאני תקשורת,1082353,1385000
1804,SUPERGAS POWER,סופרגז פאוור,1166917,1398000
1889,SURE-TECH,שור-טק השקעות,1175090,
1115,SYNEL M.L.L,סינאל מלל,1084953,1314800
258,TADIRAN GROUP,תדיראן גרופ,258012,1604500
1689,TAMAR PETROLEUM,תמר פטרוליום,1141357,1725250
1778,TASE,הבורסה לניע בתא,1159029,1670500
2110,TAT TECHNOLOG.,תאת טכנולוגיות,1082726,
796,TAYA INV.,תיא השקעות,796011,1158700
216,TECTONA,טקטונה,216010,1463500
142,TEDEA,תדאה,142018,1380000
2076,TEFRON,תפרון,1082585,1462600
354,TELSYS,טלסיס,354019,1582200
1535,TEMPO BEVERAGES,טמפו משקאות,1162544,1523600
1982,TERA LIGHT,טראלייט,1180173,1492200
1948,TERMINAL X,טרמינל איקס,1178714,1560000
290,TEUZA,תעוזה,290023,1606800
629,TEVA,טבע,629014,1720750
1185,TGI,טי.ג'י.איי,1090141,1232800
1513,THE LESER,דה לסר,1193192,1358500
1289,THEMIS,תמיס,1097229,1629250
397,THIRDEYE,עין שלישית,397018,1589000
1460,TIGBUR GROUP,תיגבור קבוצה,1105022,1496500
1876,TIGI,תיגי,1173871,1487500
1102,TIKUN OLAM CANB,תיקון עולם קנבט,1084367,
103,TIV TAAM,טיב טעם,103010,1657000
462,TOGETHER,טוגדר,462010,1624800
1609,TOMER ENERGY,תומר אנרגיה,1129493,1453000
1945,TONDO SMART,טונדו סמארט,1180686,1536400
1081,TOP GROUP,טופ גרופ,1083377,
1943,TOP GUM,טופ גאם,1179142,1718200
2028,TOWER,טאואר,1082379,1722200
891,TREASURY BILLS,"מק""מ",,1624750
1870,TRUCKNET,טראקנט,1174093,1584250
2444,TSG,טיאסג'י,1209477,1607500
1936,TURBOGEN,טורבוג'ן,1181742,1661500
2519,TURGEMAN,תורג'מן,1233832,
1901,TURPAZ,תורפז,1175611,1478800
2356,UMH PROPE,יו.אמ.איץ',1184282,1700600
1881,UNIC-TECH,יוניק-טק,1174846,1718400
1813,UNICORN TECHNO,יוניקורן טכנו,1168657,1505800
2170,UNITRONICS,יוניטרוניקס,1083831,
2072,UNIVERSAL MOTOR,יוניברסל מוטורס,1144773,1693800
2230,UNIVO-M,יוניבו-ש,1093558,1540400
456,UPSELLON BRANDS,אפסלון ברנדס,456012,1369750
2486,URBAN BRAND,מותג עירוני,1223858,
2381,URBANICA(PALO),אורבניקה (פאלו),1220755,
1771,UTRON,יוטרון,1157114,
1824,VELORYX,ולוריקס,1170240,1642000
1907,VERIDIS,ורידיס,1176387,1440250
1583,VICTORY,ויקטורי,1123777,1589500
416,VILLAR,וילאר,416016,1144600
350,VISION SIGMA,ויז'ן סיגמא,350017,1678750
1515,VITANIA,ויתניה,1109966,1614400
1968,WATER.IO,ווטר אי או,1180306,
1772,WESDALE AMERIC,ווסטדייל אמריקה,1208511,1375000
1865,WESURE GLOBALT,ווישור גלובלטק,1173228,1720000
278,WILK,וילק,278010,1517500
2123,WILLI-FOOD INTE,ויליפוד אינטרנש,1082858,1326000
371,WILLY FOOD,וילי פוד,371013,1617200
1466,WIND BUZZ,ווינד באז,1105162,1625800
2190,XTL,אקס טי אל,1085497,
111,Y.B RENEWAL,י.ב התחדשות,111013,1573400
2490,YAAZ,י.ע.ז יזמות,1227321,1712800
1703,YACOBI GROUP,יעקובי קבוצה,1142421,1187200
486,YBOX,וויי-בוקס,486027,1615750
2386,YESODOT EITANIM,יסודות איתנים,1188416,1648600
1786,YOCHANANOF,יוחננוף,1161264,1374250
2464,YOZMOT,יוזמות,1233758,
1903,YUVALIM GROUP,יובלים קבוצה,1198696,1595600
130,ZANLAKOL,זנלכל,130013,1639000
1604,ZARASAI GROUP,דה זראסאי גרופ,1169556,1692600
2413,ZEPHYRUS,זפירוס,1194695,1588750
1866,ZOOZ STRATEGY,זוז אסטרטגיה,1174184,1695600
730,ZUR,צור,730010,1565500
